task, setting, vocab_alpha, lapt_alpha, vocab_size, lapt_steps, language, seed, accuracy
uas, full-train, 0.2, 0.4, 32770, 100000, hu, 2, 78.78
uas, full-train, 0.2, 0.4, 32770, 100000, hu, 3, 79.61
uas, full-train, 0.2, 0.4, 32770, 100000, hu, 4, 80.94
uas, full-train, 0.2, 0.4, 32770, 100000, ru, 1, 94.54
uas, full-train, 0.2, 0.4, 32770, 100000, ru, 2, 94.59
uas, full-train, 0.2, 0.4, 32770, 100000, ru, 3, 94.7
uas, full-train, 0.2, 0.4, 32770, 100000, ru, 4, 94.68
uas, zero-shot, 0.2, 0.1, 32770, 200000, kpv, 1, 70.54
uas, zero-shot, 0.2, 0.1, 32770, 200000, krl, 1, 65.16
uas, zero-shot, 0.2, 0.1, 32770, 200000, mdf, 1, 67.34
uas, zero-shot, 0.2, 0.1, 32770, 200000, olo, 1, 64.45
uas, zero-shot, 0.2, 0.1, 32770, 200000, sms, 1, 42.3
uas, zero-shot, 0.2, 0.1, 32770, 200000, kpv, 2, 72.1
uas, zero-shot, 0.2, 0.1, 32770, 200000, krl, 2, 64.8
uas, zero-shot, 0.2, 0.1, 32770, 200000, mdf, 2, 67.29
uas, zero-shot, 0.2, 0.1, 32770, 200000, olo, 2, 64.72
uas, zero-shot, 0.2, 0.1, 32770, 200000, sms, 2, 42.58
uas, zero-shot, 0.2, 0.1, 32770, 200000, kpv, 3, 71.79
uas, zero-shot, 0.2, 0.1, 32770, 200000, krl, 3, 65.45
uas, zero-shot, 0.2, 0.1, 32770, 200000, mdf, 3, 69.91
uas, zero-shot, 0.2, 0.1, 32770, 200000, olo, 3, 64.85
uas, zero-shot, 0.2, 0.1, 32770, 200000, sms, 3, 43.34
uas, zero-shot, 0.2, 0.1, 32770, 200000, kpv, 4, 70.96
uas, zero-shot, 0.2, 0.1, 32770, 200000, krl, 4, 65.35
uas, zero-shot, 0.2, 0.1, 32770, 200000, mdf, 4, 67.31
uas, zero-shot, 0.2, 0.1, 32770, 200000, olo, 4, 64.05
uas, zero-shot, 0.2, 0.1, 32770, 200000, sms, 4, 42.13
uas, zero-shot, 0.2, 0.1, 65538, 400000, kpv, 1, 75.13
uas, zero-shot, 0.2, 0.1, 65538, 400000, krl, 1, 65.77
