task, setting, vocab_alpha, lapt_alpha, vocab_size, lapt_steps, language, seed, accuracy
pos, full-train, 0.2, 0.1, 131074, 200000, et, 1, 95.45
pos, full-train, 0.2, 0.1, 131074, 200000, et, 2, 95.05
pos, full-train, 0.2, 0.1, 131074, 200000, et, 3, 95.14
pos, full-train, 0.2, 0.1, 131074, 200000, et, 4, 94.84
pos, full-train, 0.2, 0.1, 131074, 200000, fi, 1, 97.23
pos, full-train, 0.2, 0.1, 131074, 200000, fi, 2, 97.33
pos, full-train, 0.2, 0.1, 131074, 200000, fi, 3, 96.92
pos, full-train, 0.2, 0.1, 131074, 200000, fi, 4, 97.24
pos, full-train, 0.2, 0.1, 131074, 200000, hu, 1, 94.05
pos, full-train, 0.2, 0.1, 131074, 200000, hu, 2, 95.77
pos, full-train, 0.2, 0.1, 131074, 200000, hu, 3, 95.53
pos, full-train, 0.2, 0.1, 131074, 200000, hu, 4, 95.49
pos, full-train, 0.2, 0.1, 131074, 200000, ru, 1, 98.41
pos, full-train, 0.2, 0.1, 131074, 200000, ru, 2, 98.52
pos, full-train, 0.2, 0.1, 131074, 200000, ru, 3, 98.47
pos, full-train, 0.2, 0.1, 131074, 200000, ru, 4, 98.44
pos, full-train, NA, 0.4, 0, 100000, myv, 1, 71.02
pos, full-train, NA, 0.4, 0, 100000, myv, 2, 70.42
pos, full-train, NA, 0.4, 0, 100000, myv, 3, 73.83
pos, full-train, NA, 0.4, 0, 100000, myv, 4, 70.7
pos, full-train, NA, 0.4, 0, 100000, sme, 1, 76.69
pos, full-train, NA, 0.4, 0, 100000, sme, 2, 77.9
pos, full-train, NA, 0.4, 0, 100000, sme, 3, 78.54
pos, full-train, NA, 0.4, 0, 100000, sme, 4, 80.72
pos, full-train, NA, 0.4, 0, 100000, et, 1, 95.77
pos, full-train, NA, 0.4, 0, 100000, et, 2, 95.79
pos, full-train, NA, 0.4, 0, 100000, et, 3, 95.9
pos, full-train, NA, 0.4, 0, 100000, et, 4, 95.92
pos, full-train, NA, 0.4, 0, 100000, fi, 1, 97.63
pos, full-train, NA, 0.4, 0, 100000, fi, 2, 97.63
pos, full-train, NA, 0.4, 0, 100000, fi, 3, 97.63
pos, full-train, NA, 0.4, 0, 100000, fi, 4, 97.71
pos, full-train, NA, 0.4, 0, 100000, hu, 1, 95.48
pos, full-train, NA, 0.4, 0, 100000, hu, 2, 93.56
pos, full-train, NA, 0.4, 0, 100000, hu, 3, 95.71
pos, full-train, NA, 0.4, 0, 100000, hu, 4, 95.84
pos, full-train, NA, 0.4, 0, 100000, ru, 1, 98.53
pos, full-train, NA, 0.4, 0, 100000, ru, 2, 98.64
pos, full-train, NA, 0.4, 0, 100000, ru, 3, 98.54
pos, full-train, NA, 0.4, 0, 100000, ru, 4, 98.55
pos, full-train, 0.2, 0.2, 65538, 400000, myv, 1, 81.55
pos, full-train, 0.2, 0.2, 65538, 400000, myv, 2, 79.27
pos, full-train, 0.2, 0.2, 65538, 400000, myv, 3, 82.06
pos, full-train, 0.2, 0.2, 65538, 400000, myv, 4, 84.63
pos, full-train, 0.2, 0.2, 65538, 400000, sme, 1, 91.41
pos, full-train, 0.2, 0.2, 65538, 400000, sme, 2, 89.72
pos, full-train, 0.2, 0.2, 65538, 400000, sme, 3, 91.32
pos, full-train, 0.2, 0.2, 65538, 400000, sme, 4, 91.66
pos, full-train, 0.2, 0.2, 65538, 400000, et, 1, 96.13
pos, full-train, 0.2, 0.2, 65538, 400000, et, 2, 96.02
pos, full-train, 0.2, 0.2, 65538, 400000, et, 3, 96.1
pos, full-train, 0.2, 0.2, 65538, 400000, et, 4, 95.95
pos, full-train, 0.2, 0.2, 65538, 400000, fi, 1, 97.55
pos, full-train, 0.2, 0.2, 65538, 400000, fi, 2, 97.8
pos, full-train, 0.2, 0.2, 65538, 400000, fi, 3, 97.57
pos, full-train, 0.2, 0.2, 65538, 400000, fi, 4, 97.54
pos, full-train, 0.2, 0.2, 65538, 400000, hu, 1, 96.2
pos, full-train, 0.2, 0.2, 65538, 400000, hu, 2, 96.17
pos, full-train, 0.2, 0.2, 65538, 400000, hu, 3, 96.24
pos, full-train, 0.2, 0.2, 65538, 400000, hu, 4, 95.97
pos, full-train, 0.2, 0.2, 65538, 400000, ru, 1, 98.54
pos, full-train, 0.2, 0.2, 65538, 400000, ru, 2, 98.57
pos, full-train, 0.2, 0.2, 65538, 400000, ru, 3, 98.43
pos, full-train, 0.2, 0.2, 65538, 400000, ru, 4, 98.52
pos, few-shot, 0.2, 0.3, 65538, 100000, myv, 1, 57.95
pos, few-shot, 0.2, 0.3, 65538, 100000, myv, 2, 60.42
pos, few-shot, 0.2, 0.3, 65538, 100000, myv, 3, 60.16
pos, few-shot, 0.2, 0.3, 65538, 100000, myv, 4, 56.45
pos, few-shot, 0.2, 0.3, 65538, 100000, sme, 1, 61.74
pos, few-shot, 0.2, 0.3, 65538, 100000, sme, 2, 58.71
pos, few-shot, 0.2, 0.3, 65538, 100000, sme, 3, 64.59
pos, few-shot, 0.2, 0.3, 65538, 100000, sme, 4, 62.34
pos, few-shot, 0.2, 0.3, 65538, 100000, et, 1, 78.29
pos, few-shot, 0.2, 0.3, 65538, 100000, et, 2, 83.07
pos, few-shot, 0.2, 0.3, 65538, 100000, et, 3, 78.29
pos, few-shot, 0.2, 0.3, 65538, 100000, et, 4, 82.25
pos, few-shot, 0.2, 0.3, 65538, 100000, fi, 1, 81.13
pos, few-shot, 0.2, 0.3, 65538, 100000, fi, 2, 83.04
pos, few-shot, 0.2, 0.3, 65538, 100000, fi, 3, 80.01
pos, few-shot, 0.2, 0.3, 65538, 100000, fi, 4, 86.25
pos, few-shot, 0.2, 0.3, 65538, 100000, hu, 1, 87.79
pos, few-shot, 0.2, 0.3, 65538, 100000, hu, 2, 88.92
pos, few-shot, 0.2, 0.3, 65538, 100000, hu, 3, 90.98
pos, few-shot, 0.2, 0.3, 65538, 100000, hu, 4, 86.34
pos, few-shot, 0.2, 0.3, 65538, 100000, ru, 1, 89.68
pos, few-shot, 0.2, 0.3, 65538, 100000, ru, 2, 86.1
pos, few-shot, 0.2, 0.3, 65538, 100000, ru, 3, 85.68
pos, few-shot, 0.2, 0.3, 65538, 100000, ru, 4, 88.09
pos, full-train, 0.1, 0.1, 32770, 100000, myv, 1, 77.26
pos, full-train, 0.1, 0.1, 32770, 100000, myv, 2, 75.57
pos, full-train, 0.1, 0.1, 32770, 100000, myv, 3, 77.44
pos, full-train, 0.1, 0.1, 32770, 100000, myv, 4, 75.58
pos, full-train, 0.1, 0.1, 32770, 100000, sme, 1, 79.29
pos, full-train, 0.1, 0.1, 32770, 100000, sme, 2, 81.28
pos, full-train, 0.1, 0.1, 32770, 100000, sme, 3, 81.6
pos, full-train, 0.1, 0.1, 32770, 100000, sme, 4, 82.31
pos, full-train, 0.1, 0.1, 32770, 100000, et, 1, 95.15
pos, full-train, 0.1, 0.1, 32770, 100000, et, 2, 95.56
pos, full-train, 0.1, 0.1, 32770, 100000, et, 3, 94.81
pos, full-train, 0.1, 0.1, 32770, 100000, et, 4, 95.64
pos, full-train, 0.1, 0.1, 32770, 100000, fi, 1, 97.08
pos, full-train, 0.1, 0.1, 32770, 100000, fi, 2, 97.11
pos, full-train, 0.1, 0.1, 32770, 100000, fi, 3, 96.92
pos, full-train, 0.1, 0.1, 32770, 100000, fi, 4, 97.08
pos, full-train, 0.1, 0.1, 32770, 100000, hu, 1, 90.97
pos, full-train, 0.1, 0.1, 32770, 100000, hu, 2, 94.81
pos, full-train, 0.1, 0.1, 32770, 100000, hu, 3, 93.41
pos, full-train, 0.1, 0.1, 32770, 100000, hu, 4, 95.26
pos, full-train, 0.1, 0.1, 32770, 100000, ru, 1, 98.34
pos, full-train, 0.1, 0.1, 32770, 100000, ru, 2, 98.41
pos, full-train, 0.1, 0.1, 32770, 100000, ru, 3, 98.49
pos, full-train, 0.1, 0.1, 32770, 100000, ru, 4, 98.47
pos, full-train, 0.2, 0.1, 32770, 100000, myv, 1, 76.97
pos, full-train, 0.2, 0.1, 32770, 100000, myv, 2, 76.9
pos, full-train, 0.2, 0.1, 32770, 100000, myv, 3, 77.64
pos, full-train, 0.2, 0.1, 32770, 100000, myv, 4, 75.86
pos, full-train, 0.2, 0.1, 32770, 100000, sme, 1, 79.73
pos, full-train, 0.2, 0.1, 32770, 100000, sme, 2, 81.5
pos, full-train, 0.2, 0.1, 32770, 100000, sme, 3, 82.23
pos, full-train, 0.2, 0.1, 32770, 100000, sme, 4, 81.78
pos, full-train, 0.2, 0.1, 32770, 100000, et, 1, 95.27
pos, full-train, 0.2, 0.1, 32770, 100000, et, 2, 95.31
pos, full-train, 0.2, 0.1, 32770, 100000, et, 3, 95.04
pos, full-train, 0.2, 0.1, 32770, 100000, et, 4, 95.07
pos, full-train, 0.2, 0.1, 32770, 100000, fi, 1, 96.86
pos, full-train, 0.2, 0.1, 32770, 100000, fi, 2, 97.18
pos, full-train, 0.2, 0.1, 32770, 100000, fi, 3, 96.91
pos, full-train, 0.2, 0.1, 32770, 100000, fi, 4, 97.02
pos, full-train, 0.2, 0.1, 32770, 100000, hu, 1, 89.86
pos, full-train, 0.2, 0.1, 32770, 100000, hu, 2, 94.46
pos, full-train, 0.2, 0.1, 32770, 100000, hu, 3, 93.2
pos, full-train, 0.2, 0.1, 32770, 100000, hu, 4, 95.1
pos, full-train, 0.2, 0.1, 32770, 100000, ru, 1, 98.46
pos, full-train, 0.2, 0.1, 32770, 100000, ru, 2, 98.47
pos, full-train, 0.2, 0.1, 32770, 100000, ru, 3, 98.49
pos, full-train, 0.2, 0.1, 32770, 100000, ru, 4, 98.52
pos, few-shot, 0.2, 0.3, 131074, 100000, myv, 1, 64.01
pos, few-shot, 0.2, 0.3, 131074, 100000, myv, 2, 56.64
pos, few-shot, 0.2, 0.3, 131074, 100000, myv, 3, 60.33
pos, few-shot, 0.2, 0.3, 131074, 100000, myv, 4, 56.44
pos, few-shot, 0.2, 0.3, 131074, 100000, sme, 1, 65.38
pos, few-shot, 0.2, 0.3, 131074, 100000, sme, 2, 62.81
pos, few-shot, 0.2, 0.3, 131074, 100000, sme, 3, 60.98
pos, few-shot, 0.2, 0.3, 131074, 100000, sme, 4, 57.96
pos, few-shot, 0.2, 0.3, 131074, 100000, et, 1, 80.59
pos, few-shot, 0.2, 0.3, 131074, 100000, et, 2, 83.13
pos, few-shot, 0.2, 0.3, 131074, 100000, et, 3, 83.42
pos, few-shot, 0.2, 0.3, 131074, 100000, et, 4, 83.22
pos, few-shot, 0.2, 0.3, 131074, 100000, fi, 1, 77.39
pos, few-shot, 0.2, 0.3, 131074, 100000, fi, 2, 81.24
pos, few-shot, 0.2, 0.3, 131074, 100000, fi, 3, 76.46
pos, few-shot, 0.2, 0.3, 131074, 100000, fi, 4, 81.04
pos, few-shot, 0.2, 0.3, 131074, 100000, hu, 1, 89.65
pos, few-shot, 0.2, 0.3, 131074, 100000, hu, 2, 89.62
pos, few-shot, 0.2, 0.3, 131074, 100000, hu, 3, 88.01
pos, few-shot, 0.2, 0.3, 131074, 100000, hu, 4, 92.08
pos, few-shot, 0.2, 0.3, 131074, 100000, ru, 1, 86.6
pos, few-shot, 0.2, 0.3, 131074, 100000, ru, 2, 87.99
pos, few-shot, 0.2, 0.3, 131074, 100000, ru, 3, 89.11
pos, few-shot, 0.2, 0.3, 131074, 100000, ru, 4, 89.13
pos, zero-shot, 0.2, 0.2, 16386, 400000, kpv, 1, 79.62
pos, zero-shot, 0.2, 0.2, 16386, 400000, krl, 1, 87.52
pos, zero-shot, 0.2, 0.2, 16386, 400000, mdf, 1, 77.68
pos, zero-shot, 0.2, 0.2, 16386, 400000, olo, 1, 85.48
pos, zero-shot, 0.2, 0.2, 16386, 400000, sms, 1, 55.04
pos, zero-shot, 0.2, 0.2, 16386, 400000, kpv, 2, 78.67
pos, zero-shot, 0.2, 0.2, 16386, 400000, krl, 2, 87.43
pos, zero-shot, 0.2, 0.2, 16386, 400000, mdf, 2, 76.28
pos, zero-shot, 0.2, 0.2, 16386, 400000, olo, 2, 84.95
pos, zero-shot, 0.2, 0.2, 16386, 400000, sms, 2, 55.28
pos, zero-shot, 0.2, 0.2, 16386, 400000, kpv, 3, 78.73
pos, zero-shot, 0.2, 0.2, 16386, 400000, krl, 3, 87.59
pos, zero-shot, 0.2, 0.2, 16386, 400000, mdf, 3, 77.11
pos, zero-shot, 0.2, 0.2, 16386, 400000, olo, 3, 85.28
pos, zero-shot, 0.2, 0.2, 16386, 400000, sms, 3, 54.7
pos, zero-shot, 0.2, 0.2, 16386, 400000, kpv, 4, 78.45
pos, zero-shot, 0.2, 0.2, 16386, 400000, krl, 4, 87.65
pos, zero-shot, 0.2, 0.2, 16386, 400000, mdf, 4, 77.26
pos, zero-shot, 0.2, 0.2, 16386, 400000, olo, 4, 85.35
pos, zero-shot, 0.2, 0.2, 16386, 400000, sms, 4, 54.25
pos, few-shot, 0.2, 0.2, 32770, 200000, myv, 1, 73.46
pos, few-shot, 0.2, 0.2, 32770, 200000, myv, 2, 69.64
pos, few-shot, 0.2, 0.2, 32770, 200000, myv, 3, 71.92
pos, few-shot, 0.2, 0.2, 32770, 200000, myv, 4, 66.79
pos, few-shot, 0.2, 0.2, 32770, 200000, sme, 1, 65.77
pos, few-shot, 0.2, 0.2, 32770, 200000, sme, 2, 60.59
pos, few-shot, 0.2, 0.2, 32770, 200000, sme, 3, 65.65
pos, few-shot, 0.2, 0.2, 32770, 200000, sme, 4, 70.14
pos, few-shot, 0.2, 0.2, 32770, 200000, et, 1, 81.4
pos, few-shot, 0.2, 0.2, 32770, 200000, et, 2, 78.01
pos, few-shot, 0.2, 0.2, 32770, 200000, et, 3, 78.56
pos, few-shot, 0.2, 0.2, 32770, 200000, et, 4, 83.95
pos, few-shot, 0.2, 0.2, 32770, 200000, fi, 1, 84.66
pos, few-shot, 0.2, 0.2, 32770, 200000, fi, 2, 81.81
pos, few-shot, 0.2, 0.2, 32770, 200000, fi, 3, 82.74
pos, few-shot, 0.2, 0.2, 32770, 200000, fi, 4, 84.1
pos, few-shot, 0.2, 0.2, 32770, 200000, hu, 1, 71.1
pos, few-shot, 0.2, 0.2, 32770, 200000, hu, 2, 87.72
pos, few-shot, 0.2, 0.2, 32770, 200000, hu, 3, 88.87
pos, few-shot, 0.2, 0.2, 32770, 200000, hu, 4, 89.12
pos, few-shot, 0.2, 0.2, 32770, 200000, ru, 1, 88.69
pos, few-shot, 0.2, 0.2, 32770, 200000, ru, 2, 86.44
pos, few-shot, 0.2, 0.2, 32770, 200000, ru, 3, 91.46
pos, few-shot, 0.2, 0.2, 32770, 200000, ru, 4, 88.38
pos, zero-shot, 0.2, 0.2, 131074, 100000, kpv, 1, 67.4
pos, zero-shot, 0.2, 0.2, 131074, 100000, krl, 1, 84.0
pos, zero-shot, 0.2, 0.2, 131074, 100000, mdf, 1, 70.55
pos, zero-shot, 0.2, 0.2, 131074, 100000, olo, 1, 81.65
pos, zero-shot, 0.2, 0.2, 131074, 100000, sms, 1, 51.55
pos, zero-shot, 0.2, 0.2, 131074, 100000, kpv, 2, 69.05
pos, zero-shot, 0.2, 0.2, 131074, 100000, krl, 2, 84.32
pos, zero-shot, 0.2, 0.2, 131074, 100000, mdf, 2, 71.48
pos, zero-shot, 0.2, 0.2, 131074, 100000, olo, 2, 83.13
pos, zero-shot, 0.2, 0.2, 131074, 100000, sms, 2, 52.04
pos, zero-shot, 0.2, 0.2, 131074, 100000, kpv, 3, 68.55
pos, zero-shot, 0.2, 0.2, 131074, 100000, krl, 3, 83.65
pos, zero-shot, 0.2, 0.2, 131074, 100000, mdf, 3, 71.99
pos, zero-shot, 0.2, 0.2, 131074, 100000, olo, 3, 82.66
pos, zero-shot, 0.2, 0.2, 131074, 100000, sms, 3, 51.31
pos, zero-shot, 0.2, 0.2, 131074, 100000, kpv, 4, 67.26
pos, zero-shot, 0.2, 0.2, 131074, 100000, krl, 4, 83.61
pos, zero-shot, 0.2, 0.2, 131074, 100000, mdf, 4, 70.72
pos, zero-shot, 0.2, 0.2, 131074, 100000, olo, 4, 81.72
pos, zero-shot, 0.2, 0.2, 131074, 100000, sms, 4, 52.56
pos, zero-shot, 0.2, 0.1, 131074, 100000, kpv, 1, 70.9
pos, zero-shot, 0.2, 0.1, 131074, 100000, krl, 1, 84.65
pos, zero-shot, 0.2, 0.1, 131074, 100000, mdf, 1, 73.36
pos, zero-shot, 0.2, 0.1, 131074, 100000, olo, 1, 82.93
pos, zero-shot, 0.2, 0.1, 131074, 100000, sms, 1, 54.63
pos, zero-shot, 0.2, 0.1, 131074, 100000, kpv, 2, 71.56
pos, zero-shot, 0.2, 0.1, 131074, 100000, krl, 2, 84.91
pos, zero-shot, 0.2, 0.1, 131074, 100000, mdf, 2, 73.49
pos, zero-shot, 0.2, 0.1, 131074, 100000, olo, 2, 83.6
pos, zero-shot, 0.2, 0.1, 131074, 100000, sms, 2, 51.48
pos, zero-shot, 0.2, 0.1, 131074, 100000, kpv, 3, 70.48
pos, zero-shot, 0.2, 0.1, 131074, 100000, krl, 3, 84.91
pos, zero-shot, 0.2, 0.1, 131074, 100000, mdf, 3, 72.9
pos, zero-shot, 0.2, 0.1, 131074, 100000, olo, 3, 82.06
pos, zero-shot, 0.2, 0.1, 131074, 100000, sms, 3, 53.42
pos, zero-shot, 0.2, 0.1, 131074, 100000, kpv, 4, 70.51
pos, zero-shot, 0.2, 0.1, 131074, 100000, krl, 4, 84.07
pos, zero-shot, 0.2, 0.1, 131074, 100000, mdf, 4, 72.51
pos, zero-shot, 0.2, 0.1, 131074, 100000, olo, 4, 82.19
pos, zero-shot, 0.2, 0.1, 131074, 100000, sms, 4, 52.04
pos, few-shot, 0.2, 0.1, 32770, 100000, myv, 1, 68.25
pos, few-shot, 0.2, 0.1, 32770, 100000, myv, 2, 67.84
pos, few-shot, 0.2, 0.1, 32770, 100000, myv, 3, 70.14
pos, few-shot, 0.2, 0.1, 32770, 100000, myv, 4, 52.79
pos, few-shot, 0.2, 0.1, 32770, 100000, sme, 1, 59.72
pos, few-shot, 0.2, 0.1, 32770, 100000, sme, 2, 58.81
pos, few-shot, 0.2, 0.1, 32770, 100000, sme, 3, 64.21
pos, few-shot, 0.2, 0.1, 32770, 100000, sme, 4, 62.03
pos, few-shot, 0.2, 0.1, 32770, 100000, et, 1, 78.06
pos, few-shot, 0.2, 0.1, 32770, 100000, et, 2, 76.25
pos, few-shot, 0.2, 0.1, 32770, 100000, et, 3, 78.08
pos, few-shot, 0.2, 0.1, 32770, 100000, et, 4, 82.17
pos, few-shot, 0.2, 0.1, 32770, 100000, fi, 1, 80.85
pos, few-shot, 0.2, 0.1, 32770, 100000, fi, 2, 74.89
pos, few-shot, 0.2, 0.1, 32770, 100000, fi, 3, 73.63
pos, few-shot, 0.2, 0.1, 32770, 100000, fi, 4, 76.44
pos, few-shot, 0.2, 0.1, 32770, 100000, hu, 1, 68.39
pos, few-shot, 0.2, 0.1, 32770, 100000, hu, 2, 81.23
pos, few-shot, 0.2, 0.1, 32770, 100000, hu, 3, 80.01
pos, few-shot, 0.2, 0.1, 32770, 100000, hu, 4, 86.1
pos, few-shot, 0.2, 0.1, 32770, 100000, ru, 1, 86.3
pos, few-shot, 0.2, 0.1, 32770, 100000, ru, 2, 84.0
pos, few-shot, 0.2, 0.1, 32770, 100000, ru, 3, 88.76
pos, few-shot, 0.2, 0.1, 32770, 100000, ru, 4, 84.19
pos, few-shot, 0.1, 0.2, 32770, 100000, myv, 1, 65.26
pos, few-shot, 0.1, 0.2, 32770, 100000, myv, 2, 69.01
pos, few-shot, 0.1, 0.2, 32770, 100000, myv, 3, 69.18
pos, few-shot, 0.1, 0.2, 32770, 100000, myv, 4, 52.53
pos, few-shot, 0.1, 0.2, 32770, 100000, sme, 1, 57.59
pos, few-shot, 0.1, 0.2, 32770, 100000, sme, 2, 58.55
pos, few-shot, 0.1, 0.2, 32770, 100000, sme, 3, 63.23
pos, few-shot, 0.1, 0.2, 32770, 100000, sme, 4, 61.43
pos, few-shot, 0.1, 0.2, 32770, 100000, et, 1, 78.06
pos, few-shot, 0.1, 0.2, 32770, 100000, et, 2, 78.19
pos, few-shot, 0.1, 0.2, 32770, 100000, et, 3, 78.4
pos, few-shot, 0.1, 0.2, 32770, 100000, et, 4, 80.57
pos, few-shot, 0.1, 0.2, 32770, 100000, fi, 1, 80.68
pos, few-shot, 0.1, 0.2, 32770, 100000, fi, 2, 76.89
pos, few-shot, 0.1, 0.2, 32770, 100000, fi, 3, 73.7
pos, few-shot, 0.1, 0.2, 32770, 100000, fi, 4, 76.55
pos, few-shot, 0.1, 0.2, 32770, 100000, hu, 1, 75.9
pos, few-shot, 0.1, 0.2, 32770, 100000, hu, 2, 80.02
pos, few-shot, 0.1, 0.2, 32770, 100000, hu, 3, 79.64
pos, few-shot, 0.1, 0.2, 32770, 100000, hu, 4, 86.12
pos, few-shot, 0.1, 0.2, 32770, 100000, ru, 1, 85.9
pos, few-shot, 0.1, 0.2, 32770, 100000, ru, 2, 84.81
pos, few-shot, 0.1, 0.2, 32770, 100000, ru, 3, 88.46
pos, few-shot, 0.1, 0.2, 32770, 100000, ru, 4, 85.25
pos, full-train, 0.2, 0.2, 65538, 200000, myv, 1, 78.7
pos, full-train, 0.2, 0.2, 65538, 200000, myv, 2, 74.15
pos, full-train, 0.2, 0.2, 65538, 200000, myv, 3, 79.36
pos, full-train, 0.2, 0.2, 65538, 200000, myv, 4, 79.43
pos, full-train, 0.2, 0.2, 65538, 200000, sme, 1, 85.14
pos, full-train, 0.2, 0.2, 65538, 200000, sme, 2, 80.99
pos, full-train, 0.2, 0.2, 65538, 200000, sme, 3, 85.95
pos, full-train, 0.2, 0.2, 65538, 200000, sme, 4, 85.75
pos, full-train, 0.2, 0.2, 65538, 200000, et, 1, 95.78
pos, full-train, 0.2, 0.2, 65538, 200000, et, 2, 95.61
pos, full-train, 0.2, 0.2, 65538, 200000, et, 3, 95.99
pos, full-train, 0.2, 0.2, 65538, 200000, et, 4, 95.8
pos, full-train, 0.2, 0.2, 65538, 200000, fi, 1, 97.1
pos, full-train, 0.2, 0.2, 65538, 200000, fi, 2, 97.4
pos, full-train, 0.2, 0.2, 65538, 200000, fi, 3, 97.51
pos, full-train, 0.2, 0.2, 65538, 200000, fi, 4, 97.34
pos, full-train, 0.2, 0.2, 65538, 200000, hu, 1, 95.98
pos, full-train, 0.2, 0.2, 65538, 200000, hu, 2, 95.8
pos, full-train, 0.2, 0.2, 65538, 200000, hu, 3, 95.69
pos, full-train, 0.2, 0.2, 65538, 200000, hu, 4, 95.76
pos, full-train, 0.2, 0.2, 65538, 200000, ru, 1, 98.48
pos, full-train, 0.2, 0.2, 65538, 200000, ru, 2, 98.53
pos, full-train, 0.2, 0.2, 65538, 200000, ru, 3, 98.53
pos, full-train, 0.2, 0.2, 65538, 200000, ru, 4, 98.5
pos, zero-shot, 0.2, 0.4, 131074, 100000, kpv, 1, 60.78
pos, zero-shot, 0.2, 0.4, 131074, 100000, krl, 1, 82.58
pos, zero-shot, 0.2, 0.4, 131074, 100000, mdf, 1, 68.61
pos, zero-shot, 0.2, 0.4, 131074, 100000, olo, 1, 80.65
pos, zero-shot, 0.2, 0.4, 131074, 100000, sms, 1, 55.8
pos, zero-shot, 0.2, 0.4, 131074, 100000, kpv, 2, 62.2
pos, zero-shot, 0.2, 0.4, 131074, 100000, krl, 2, 82.55
pos, zero-shot, 0.2, 0.4, 131074, 100000, mdf, 2, 67.43
pos, zero-shot, 0.2, 0.4, 131074, 100000, olo, 2, 79.3
pos, zero-shot, 0.2, 0.4, 131074, 100000, sms, 2, 51.73
pos, zero-shot, 0.2, 0.4, 131074, 100000, kpv, 3, 61.18
pos, zero-shot, 0.2, 0.4, 131074, 100000, krl, 3, 82.81
pos, zero-shot, 0.2, 0.4, 131074, 100000, mdf, 3, 67.75
pos, zero-shot, 0.2, 0.4, 131074, 100000, olo, 3, 79.91
pos, zero-shot, 0.2, 0.4, 131074, 100000, sms, 3, 51.0
pos, zero-shot, 0.2, 0.4, 131074, 100000, kpv, 4, 60.55
pos, zero-shot, 0.2, 0.4, 131074, 100000, krl, 4, 82.71
pos, zero-shot, 0.2, 0.4, 131074, 100000, mdf, 4, 66.53
pos, zero-shot, 0.2, 0.4, 131074, 100000, olo, 4, 79.5
pos, zero-shot, 0.2, 0.4, 131074, 100000, sms, 4, 50.66
pos, few-shot, NA, 0.4, 0, 100000, myv, 1, 60.64
pos, few-shot, NA, 0.4, 0, 100000, myv, 2, 60.97
pos, few-shot, NA, 0.4, 0, 100000, myv, 3, 64.39
pos, few-shot, NA, 0.4, 0, 100000, myv, 4, 64.82
pos, few-shot, NA, 0.4, 0, 100000, sme, 1, 62.78
pos, few-shot, NA, 0.4, 0, 100000, sme, 2, 62.35
pos, few-shot, NA, 0.4, 0, 100000, sme, 3, 61.12
pos, few-shot, NA, 0.4, 0, 100000, sme, 4, 66.16
pos, few-shot, NA, 0.4, 0, 100000, et, 1, 79.25
pos, few-shot, NA, 0.4, 0, 100000, et, 2, 78.34
pos, few-shot, NA, 0.4, 0, 100000, et, 3, 78.77
pos, few-shot, NA, 0.4, 0, 100000, et, 4, 80.91
pos, few-shot, NA, 0.4, 0, 100000, fi, 1, 81.88
pos, few-shot, NA, 0.4, 0, 100000, fi, 2, 79.72
pos, few-shot, NA, 0.4, 0, 100000, fi, 3, 76.98
pos, few-shot, NA, 0.4, 0, 100000, fi, 4, 81.32
pos, few-shot, NA, 0.4, 0, 100000, hu, 1, 88.32
pos, few-shot, NA, 0.4, 0, 100000, hu, 2, 81.37
pos, few-shot, NA, 0.4, 0, 100000, hu, 3, 81.51
pos, few-shot, NA, 0.4, 0, 100000, hu, 4, 88.22
pos, few-shot, NA, 0.4, 0, 100000, ru, 1, 79.83
pos, few-shot, NA, 0.4, 0, 100000, ru, 2, 86.53
pos, few-shot, NA, 0.4, 0, 100000, ru, 3, 87.71
pos, few-shot, NA, 0.4, 0, 100000, ru, 4, 87.64
pos, zero-shot, 0.2, 0.1, 16386, 100000, kpv, 1, 69.92
pos, zero-shot, 0.2, 0.1, 16386, 100000, krl, 1, 85.84
pos, zero-shot, 0.2, 0.1, 16386, 100000, mdf, 1, 72.73
pos, zero-shot, 0.2, 0.1, 16386, 100000, olo, 1, 81.79
pos, zero-shot, 0.2, 0.1, 16386, 100000, sms, 1, 54.18
pos, zero-shot, 0.2, 0.1, 16386, 100000, kpv, 2, 70.09
pos, zero-shot, 0.2, 0.1, 16386, 100000, krl, 2, 85.62
pos, zero-shot, 0.2, 0.1, 16386, 100000, mdf, 2, 72.24
pos, zero-shot, 0.2, 0.1, 16386, 100000, olo, 2, 82.19
pos, zero-shot, 0.2, 0.1, 16386, 100000, sms, 2, 54.45
pos, zero-shot, 0.2, 0.1, 16386, 100000, kpv, 3, 69.03
pos, zero-shot, 0.2, 0.1, 16386, 100000, krl, 3, 86.07
pos, zero-shot, 0.2, 0.1, 16386, 100000, mdf, 3, 72.04
pos, zero-shot, 0.2, 0.1, 16386, 100000, olo, 3, 82.86
pos, zero-shot, 0.2, 0.1, 16386, 100000, sms, 3, 53.76
pos, zero-shot, 0.2, 0.1, 16386, 100000, kpv, 4, 68.69
pos, zero-shot, 0.2, 0.1, 16386, 100000, krl, 4, 85.78
pos, zero-shot, 0.2, 0.1, 16386, 100000, mdf, 4, 72.8
pos, zero-shot, 0.2, 0.1, 16386, 100000, olo, 4, 82.19
pos, zero-shot, 0.2, 0.1, 16386, 100000, sms, 4, 55.35
pos, few-shot, 0.1, 0.2, 32770, 200000, myv, 1, 71.54
pos, few-shot, 0.1, 0.2, 32770, 200000, myv, 2, 70.83
